month,day,hour,minute,ghi_w_m2,cloud_cover,season
6,28,17,15,317.26,0.21,Summer
6,28,17,30,270.45,0.21,Summer
6,28,17,45,239.87,0.21,Summer
6,28,18,0,190.83,0.21,Summer
6,28,18,15,135.64,0.21,Summer
6,28,18,30,92.7,0.21,Summer
6,28,18,45,46.11,0.21,Summer
6,28,19,0,0.0,0.21,Summer
6,28,19,15,0.0,0.21,Summer
6,28,19,30,0.0,0.21,Summer
6,28,19,45,0.0,0.21,Summer
6,28,20,0,0.0,0.21,Summer
6,28,20,15,0.0,0.21,Summer
6,28,20,30,0.0,0.21,Summer
6,28,20,45,0.0,0.21,Summer
6,28,21,0,0.0,0.21,Summer
6,28,21,15,0.0,0.21,Summer
6,28,21,30,0.0,0.21,Summer
6,28,21,45,0.0,0.21,Summer
6,28,22,0,0.0,0.21,Summer
6,28,22,15,0.0,0.21,Summer
6,28,22,30,0.0,0.21,Summer
6,28,22,45,0.0,0.21,Summer
6,28,23,0,0.0,0.21,Summer
6,28,23,15,0.0,0.21,Summer
6,28,23,30,0.0,0.21,Summer
6,28,23,45,0.0,0.21,Summer
6,29,0,0,0.0,0.0,Summer
6,29,0,15,0.0,0.0,Summer
6,29,0,30,0.0,0.0,Summer
6,29,0,45,0.0,0.0,Summer
6,29,1,0,0.0,0.0,Summer
6,29,1,15,0.0,0.0,Summer
6,29,1,30,0.0,0.0,Summer
6,29,1,45,0.0,0.0,Summer
6,29,2,0,0.0,0.0,Summer
6,29,2,15,0.0,0.0,Summer
6,29,2,30,0.0,0.0,Summer
6,29,2,45,0.0,0.0,Summer
6,29,3,0,0.0,0.0,Summer
6,29,3,15,0.0,0.0,Summer
6,29,3,30,0.0,0.0,Summer
6,29,3,45,0.0,0.0,Summer
6,29,4,0,0.0,0.0,Summer
6,29,4,15,0.0,0.0,Summer
6,29,4,30,0.0,0.0,Summer
6,29,4,45,0.0,0.0,Summer
6,29,5,0,0.0,0.0,Summer
6,29,5,15,0.0,0.0,Summer
6,29,5,30,0.0,0.0,Summer
6,29,5,45,55.45,0.0,Summer
6,29,6,0,108.93,0.0,Summer
6,29,6,15,161.96,0.0,Summer
6,29,6,30,212.53,0.0,Summer
6,29,6,45,282.37,0.0,Summer
6,29,7,0,316.95,0.0,Summer
6,29,7,15,374.28,0.0,Summer
6,29,7,30,433.01,0.0,Summer
6,29,7,45,472.74,0.0,Summer
6,29,8,0,515.46,0.0,Summer
6,29,8,15,569.3,0.0,Summer
6,29,8,30,614.15,0.0,Summer
6,29,8,45,661.66,0.0,Summer
6,29,9,0,703.7,0.0,Summer
6,29,9,15,729.76,0.0,Summer
6,29,9,30,779.8,0.0,Summer
6,29,9,45,769.88,0.0,Summer
6,29,10,0,822.09,0.0,Summer
6,29,10,15,873.1,0.0,Summer
6,29,10,30,886.36,0.0,Summer
6,29,10,45,901.27,0.0,Summer
6,29,11,0,889.76,0.0,Summer
6,29,11,15,926.33,0.0,Summer
6,29,11,30,922.31,0.0,Summer
6,29,11,45,946.2,0.0,Summer
6,29,12,0,942.43,0.0,Summer
6,29,12,15,942.21,0.0,Summer
6,29,12,30,942.84,0.0,Summer
6,29,12,45,916.21,0.0,Summer
6,29,13,0,910.0,0.0,Summer
6,29,13,15,929.11,0.0,Summer
6,29,13,30,943.09,0.0,Summer
6,29,13,45,861.28,0.0,Summer
6,29,14,0,902.45,0.0,Summer
6,29,14,15,866.42,0.0,Summer
6,29,14,30,830.64,0.0,Summer
6,29,14,45,775.9,0.0,Summer
6,29,15,0,732.31,0.0,Summer
6,29,15,15,723.86,0.0,Summer
6,29,15,30,687.75,0.0,Summer
6,29,15,45,668.35,0.0,Summer
6,29,16,0,633.38,0.0,Summer
6,29,16,15,588.83,0.0,Summer
6,29,16,30,527.7,0.0,Summer
6,29,16,45,486.97,0.0,Summer
6,29,17,0,440.32,0.0,Summer
6,29,17,15,363.79,0.0,Summer
6,29,17,30,334.54,0.0,Summer
6,29,17,45,270.29,0.0,Summer
6,29,18,0,217.53,0.0,Summer
6,29,18,15,169.83,0.0,Summer
6,29,18,30,113.77,0.0,Summer
6,29,18,45,53.29,0.0,Summer
6,29,19,0,0.0,0.0,Summer
6,29,19,15,0.0,0.0,Summer
6,29,19,30,0.0,0.0,Summer
6,29,19,45,0.0,0.0,Summer
6,29,20,0,0.0,0.0,Summer
6,29,20,15,0.0,0.0,Summer
6,29,20,30,0.0,0.0,Summer
6,29,20,45,0.0,0.0,Summer
6,29,21,0,0.0,0.0,Summer
6,29,21,15,0.0,0.0,Summer
6,29,21,30,0.0,0.0,Summer
6,29,21,45,0.0,0.0,Summer
6,29,22,0,0.0,0.0,Summer
6,29,22,15,0.0,0.0,Summer
6,29,22,30,0.0,0.0,Summer
6,29,22,45,0.0,0.0,Summer
6,29,23,0,0.0,0.0,Summer
6,29,23,15,0.0,0.0,Summer
6,29,23,30,0.0,0.0,Summer
6,29,23,45,0.0,0.0,Summer
6,30,0,0,0.0,0.28,Summer
6,30,0,15,0.0,0.28,Summer
6,30,0,30,0.0,0.28,Summer
6,30,0,45,0.0,0.28,Summer
6,30,1,0,0.0,0.28,Summer
6,30,1,15,0.0,0.28,Summer
6,30,1,30,0.0,0.28,Summer
6,30,1,45,0.0,0.28,Summer
6,30,2,0,0.0,0.28,Summer
6,30,2,15,0.0,0.28,Summer
6,30,2,30,0.0,0.28,Summer
6,30,2,45,0.0,0.28,Summer
6,30,3,0,0.0,0.28,Summer
6,30,3,15,0.0,0.28,Summer
6,30,3,30,0.0,0.28,Summer
6,30,3,45,0.0,0.28,Summer
6,30,4,0,0.0,0.28,Summer
6,30,4,15,0.0,0.28,Summer
6,30,4,30,0.0,0.28,Summer
6,30,4,45,0.0,0.28,Summer
6,30,5,0,0.0,0.28,Summer
6,30,5,15,0.0,0.28,Summer
6,30,5,30,0.0,0.28,Summer
6,30,5,45,43.95,0.28,Summer
6,30,6,0,91.5,0.28,Summer
6,30,6,15,137.59,0.28,Summer
6,30,6,30,178.27,0.28,Summer
6,30,6,45,223.59,0.28,Summer
6,30,7,0,264.0,0.28,Summer
6,30,7,15,294.87,0.28,Summer
6,30,7,30,340.64,0.28,Summer
6,30,7,45,380.12,0.28,Summer
6,30,8,0,418.59,0.28,Summer
6,30,8,15,457.24,0.28,Summer
6,30,8,30,489.59,0.28,Summer
6,30,8,45,531.21,0.28,Summer
6,30,9,0,559.26,0.28,Summer
6,30,9,15,567.18,0.28,Summer
6,30,9,30,624.95,0.28,Summer
6,30,9,45,630.39,0.28,Summer
6,30,10,0,676.73,0.28,Summer
6,30,10,15,671.94,0.28,Summer
6,30,10,30,684.15,0.28,Summer
6,30,10,45,693.95,0.28,Summer
6,30,11,0,718.83,0.28,Summer
6,30,11,15,768.07,0.28,Summer
6,30,11,30,766.72,0.28,Summer
6,30,11,45,740.45,0.28,Summer
6,30,12,0,775.69,0.28,Summer
6,30,12,15,780.07,0.28,Summer
6,30,12,30,774.09,0.28,Summer
6,30,12,45,781.85,0.28,Summer
6,30,13,0,744.53,0.28,Summer
6,30,13,15,726.97,0.28,Summer
6,30,13,30,734.55,0.28,Summer
6,30,13,45,693.45,0.28,Summer
6,30,14,0,723.23,0.28,Summer
6,30,14,15,674.23,0.28,Summer
6,30,14,30,649.56,0.28,Summer
6,30,14,45,633.11,0.28,Summer
6,30,15,0,638.19,0.28,Summer
6,30,15,15,579.28,0.28,Summer
6,30,15,30,570.16,0.28,Summer
6,30,15,45,505.71,0.28,Summer
6,30,16,0,509.19,0.28,Summer
6,30,16,15,470.76,0.28,Summer
6,30,16,30,407.89,0.28,Summer
6,30,16,45,380.62,0.28,Summer
6,30,17,0,345.85,0.28,Summer
6,30,17,15,305.52,0.28,Summer
6,30,17,30,265.91,0.28,Summer
6,30,17,45,219.62,0.28,Summer
6,30,18,0,181.37,0.28,Summer
6,30,18,15,133.73,0.28,Summer
6,30,18,30,88.34,0.28,Summer
6,30,18,45,43.97,0.28,Summer
6,30,19,0,0.0,0.28,Summer
6,30,19,15,0.0,0.28,Summer
6,30,19,30,0.0,0.28,Summer
6,30,19,45,0.0,0.28,Summer
6,30,20,0,0.0,0.28,Summer
6,30,20,15,0.0,0.28,Summer
6,30,20,30,0.0,0.28,Summer
6,30,20,45,0.0,0.28,Summer
6,30,21,0,0.0,0.28,Summer
6,30,21,15,0.0,0.28,Summer
6,30,21,30,0.0,0.28,Summer
6,30,21,45,0.0,0.28,Summer
6,30,22,0,0.0,0.28,Summer
6,30,22,15,0.0,0.28,Summer
6,30,22,30,0.0,0.28,Summer
6,30,22,45,0.0,0.28,Summer
6,30,23,0,0.0,0.28,Summer
6,30,23,15,0.0,0.28,Summer
6,30,23,30,0.0,0.28,Summer
6,30,23,45,0.0,0.28,Summer
7,1,0,0,0.0,0.7,Monsoon
7,1,0,15,0.0,0.7,Monsoon
7,1,0,30,0.0,0.7,Monsoon
7,1,0,45,0.0,0.7,Monsoon
7,1,1,0,0.0,0.7,Monsoon
7,1,1,15,0.0,0.7,Monsoon
7,1,1,30,0.0,0.7,Monsoon
7,1,1,45,0.0,0.7,Monsoon
7,1,2,0,0.0,0.7,Monsoon
7,1,2,15,0.0,0.7,Monsoon
7,1,2,30,0.0,0.7,Monsoon
7,1,2,45,0.0,0.7,Monsoon
7,1,3,0,0.0,0.7,Monsoon
7,1,3,15,0.0,0.7,Monsoon
7,1,3,30,0.0,0.7,Monsoon
7,1,3,45,0.0,0.7,Monsoon
7,1,4,0,0.0,0.7,Monsoon
7,1,4,15,0.0,0.7,Monsoon
7,1,4,30,0.0,0.7,Monsoon
7,1,4,45,0.0,0.7,Monsoon
7,1,5,0,0.0,0.7,Monsoon
7,1,5,15,0.0,0.7,Monsoon
7,1,5,30,0.0,0.7,Monsoon
7,1,5,45,0.0,0.7,Monsoon
7,1,6,0,0.0,0.7,Monsoon
7,1,6,15,17.47,0.7,Monsoon
7,1,6,30,34.9,0.7,Monsoon
7,1,6,45,51.58,0.7,Monsoon
7,1,7,0,72.15,0.7,Monsoon
7,1,7,15,90.1,0.7,Monsoon
7,1,7,30,101.51,0.7,Monsoon
7,1,7,45,123.26,0.7,Monsoon
7,1,8,0,136.94,0.7,Monsoon
7,1,8,15,150.78,0.7,Monsoon
7,1,8,30,165.49,0.7,Monsoon
7,1,8,45,181.05,0.7,Monsoon
7,1,9,0,189.81,0.7,Monsoon
7,1,9,15,203.15,0.7,Monsoon
7,1,9,30,208.91,0.7,Monsoon
7,1,9,45,220.05,0.7,Monsoon
7,1,10,0,241.75,0.7,Monsoon
7,1,10,15,238.58,0.7,Monsoon
7,1,10,30,262.38,0.7,Monsoon
7,1,10,45,252.56,0.7,Monsoon
7,1,11,0,261.95,0.7,Monsoon
7,1,11,15,280.11,0.7,Monsoon
7,1,11,30,272.21,0.7,Monsoon
7,1,11,45,275.8,0.7,Monsoon
7,1,12,0,286.58,0.7,Monsoon
7,1,12,15,291.11,0.7,Monsoon
7,1,12,30,271.43,0.7,Monsoon
7,1,12,45,280.12,0.7,Monsoon
7,1,13,0,276.12,0.7,Monsoon
7,1,13,15,264.22,0.7,Monsoon
7,1,13,30,269.19,0.7,Monsoon
7,1,13,45,252.44,0.7,Monsoon
7,1,14,0,264.25,0.7,Monsoon
7,1,14,15,253.15,0.7,Monsoon
7,1,14,30,246.58,0.7,Monsoon
7,1,14,45,225.07,0.7,Monsoon
7,1,15,0,219.27,0.7,Monsoon
7,1,15,15,205.96,0.7,Monsoon
7,1,15,30,197.85,0.7,Monsoon
7,1,15,45,181.42,0.7,Monsoon
7,1,16,0,164.61,0.7,Monsoon
7,1,16,15,153.2,0.7,Monsoon
7,1,16,30,133.35,0.7,Monsoon
7,1,16,45,123.43,0.7,Monsoon
7,1,17,0,107.67,0.7,Monsoon
7,1,17,15,89.15,0.7,Monsoon
7,1,17,30,71.88,0.7,Monsoon
7,1,17,45,52.5,0.7,Monsoon
7,1,18,0,34.77,0.7,Monsoon
7,1,18,15,17.87,0.7,Monsoon
7,1,18,30,0.0,0.7,Monsoon
7,1,18,45,0.0,0.7,Monsoon
7,1,19,0,0.0,0.7,Monsoon
7,1,19,15,0.0,0.7,Monsoon
7,1,19,30,0.0,0.7,Monsoon
7,1,19,45,0.0,0.7,Monsoon
7,1,20,0,0.0,0.7,Monsoon
7,1,20,15,0.0,0.7,Monsoon
7,1,20,30,0.0,0.7,Monsoon
7,1,20,45,0.0,0.7,Monsoon
7,1,21,0,0.0,0.7,Monsoon
7,1,21,15,0.0,0.7,Monsoon
7,1,21,30,0.0,0.7,Monsoon
7,1,21,45,0.0,0.7,Monsoon
7,1,22,0,0.0,0.7,Monsoon
7,1,22,15,0.0,0.7,Monsoon
7,1,22,30,0.0,0.7,Monsoon
7,1,22,45,0.0,0.7,Monsoon
7,1,23,0,0.0,0.7,Monsoon
7,1,23,15,0.0,0.7,Monsoon
7,1,23,30,0.0,0.7,Monsoon
7,1,23,45,0.0,0.7,Monsoon
7,2,0,0,0.0,0.4,Monsoon
7,2,0,15,0.0,0.4,Monsoon
7,2,0,30,0.0,0.4,Monsoon
7,2,0,45,0.0,0.4,Monsoon
7,2,1,0,0.0,0.4,Monsoon
7,2,1,15,0.0,0.4,Monsoon
7,2,1,30,0.0,0.4,Monsoon
7,2,1,45,0.0,0.4,Monsoon
7,2,2,0,0.0,0.4,Monsoon
7,2,2,15,0.0,0.4,Monsoon
7,2,2,30,0.0,0.4,Monsoon
7,2,2,45,0.0,0.4,Monsoon
7,2,3,0,0.0,0.4,Monsoon
7,2,3,15,0.0,0.4,Monsoon
7,2,3,30,0.0,0.4,Monsoon
7,2,3,45,0.0,0.4,Monsoon
7,2,4,0,0.0,0.4,Monsoon
7,2,4,15,0.0,0.4,Monsoon
7,2,4,30,0.0,0.4,Monsoon
7,2,4,45,0.0,0.4,Monsoon
7,2,5,0,0.0,0.4,Monsoon
7,2,5,15,0.0,0.4,Monsoon
7,2,5,30,0.0,0.4,Monsoon
7,2,5,45,0.0,0.4,Monsoon
7,2,6,0,0.0,0.4,Monsoon
7,2,6,15,24.64,0.4,Monsoon
7,2,6,30,47.73,0.4,Monsoon
7,2,6,45,76.71,0.4,Monsoon
7,2,7,0,96.1,0.4,Monsoon
7,2,7,15,120.72,0.4,Monsoon
7,2,7,30,139.8,0.4,Monsoon
7,2,7,45,170.43,0.4,Monsoon
7,2,8,0,197.67,0.4,Monsoon
7,2,8,15,216.8,0.4,Monsoon
7,2,8,30,239.42,0.4,Monsoon
7,2,8,45,256.53,0.4,Monsoon
7,2,9,0,280.79,0.4,Monsoon
7,2,9,15,277.34,0.4,Monsoon
7,2,9,30,295.17,0.4,Monsoon
7,2,9,45,309.96,0.4,Monsoon
7,2,10,0,342.97,0.4,Monsoon
7,2,10,15,337.16,0.4,Monsoon
7,2,10,30,366.87,0.4,Monsoon
7,2,10,45,353.08,0.4,Monsoon
7,2,11,0,365.02,0.4,Monsoon
7,2,11,15,394.88,0.4,Monsoon
7,2,11,30,377.23,0.4,Monsoon
7,2,11,45,395.03,0.4,Monsoon
7,2,12,0,404.32,0.4,Monsoon
7,2,12,15,388.82,0.4,Monsoon
7,2,12,30,403.62,0.4,Monsoon
7,2,12,45,376.21,0.4,Monsoon
7,2,13,0,376.31,0.4,Monsoon
7,2,13,15,371.78,0.4,Monsoon
7,2,13,30,363.24,0.4,Monsoon
7,2,13,45,356.38,0.4,Monsoon
7,2,14,0,350.31,0.4,Monsoon
7,2,14,15,359.78,0.4,Monsoon
7,2,14,30,329.99,0.4,Monsoon
7,2,14,45,314.16,0.4,Monsoon
7,2,15,0,304.46,0.4,Monsoon
7,2,15,15,277.25,0.4,Monsoon
7,2,15,30,279.67,0.4,Monsoon
7,2,15,45,256.99,0.4,Monsoon
7,2,16,0,223.91,0.4,Monsoon
7,2,16,15,211.11,0.4,Monsoon
7,2,16,30,185.61,0.4,Monsoon
7,2,16,45,170.79,0.4,Monsoon
7,2,17,0,141.37,0.4,Monsoon
7,2,17,15,119.67,0.4,Monsoon
7,2,17,30,99.3,0.4,Monsoon
7,2,17,45,73.96,0.4,Monsoon
7,2,18,0,47.9,0.4,Monsoon
7,2,18,15,24.72,0.4,Monsoon
7,2,18,30,0.0,0.4,Monsoon
7,2,18,45,0.0,0.4,Monsoon
7,2,19,0,0.0,0.4,Monsoon
7,2,19,15,0.0,0.4,Monsoon
7,2,19,30,0.0,0.4,Monsoon
7,2,19,45,0.0,0.4,Monsoon
7,2,20,0,0.0,0.4,Monsoon
7,2,20,15,0.0,0.4,Monsoon
7,2,20,30,0.0,0.4,Monsoon
7,2,20,45,0.0,0.4,Monsoon
7,2,21,0,0.0,0.4,Monsoon
7,2,21,15,0.0,0.4,Monsoon
7,2,21,30,0.0,0.4,Monsoon
7,2,21,45,0.0,0.4,Monsoon
7,2,22,0,0.0,0.4,Monsoon
7,2,22,15,0.0,0.4,Monsoon
7,2,22,30,0.0,0.4,Monsoon
7,2,22,45,0.0,0.4,Monsoon
7,2,23,0,0.0,0.4,Monsoon
7,2,23,15,0.0,0.4,Monsoon
7,2,23,30,0.0,0.4,Monsoon
7,2,23,45,0.0,0.4,Monsoon
7,3,0,0,0.0,0.39,Monsoon
7,3,0,15,0.0,0.39,Monsoon
7,3,0,30,0.0,0.39,Monsoon
7,3,0,45,0.0,0.39,Monsoon
7,3,1,0,0.0,0.39,Monsoon
7,3,1,15,0.0,0.39,Monsoon
7,3,1,30,0.0,0.39,Monsoon
7,3,1,45,0.0,0.39,Monsoon
7,3,2,0,0.0,0.39,Monsoon
7,3,2,15,0.0,0.39,Monsoon
7,3,2,30,0.0,0.39,Monsoon
7,3,2,45,0.0,0.39,Monsoon
7,3,3,0,0.0,0.39,Monsoon
7,3,3,15,0.0,0.39,Monsoon
7,3,3,30,0.0,0.39,Monsoon
7,3,3,45,0.0,0.39,Monsoon
7,3,4,0,0.0,0.39,Monsoon
7,3,4,15,0.0,0.39,Monsoon
7,3,4,30,0.0,0.39,Monsoon
7,3,4,45,0.0,0.39,Monsoon
7,3,5,0,0.0,0.39,Monsoon
7,3,5,15,0.0,0.39,Monsoon
7,3,5,30,0.0,0.39,Monsoon
7,3,5,45,0.0,0.39,Monsoon
7,3,6,0,0.0,0.39,Monsoon
7,3,6,15,25.05,0.39,Monsoon
7,3,6,30,48.77,0.39,Monsoon
7,3,6,45,77.86,0.39,Monsoon
7,3,7,0,102.28,0.39,Monsoon
7,3,7,15,121.64,0.39,Monsoon
7,3,7,30,141.48,0.39,Monsoon
7,3,7,45,175.44,0.39,Monsoon
7,3,8,0,200.13,0.39,Monsoon
7,3,8,15,213.21,0.39,Monsoon
7,3,8,30,234.68,0.39,Monsoon
7,3,8,45,256.21,0.39,Monsoon
7,3,9,0,277.16,0.39,Monsoon
7,3,9,15,297.02,0.39,Monsoon
7,3,9,30,300.31,0.39,Monsoon
7,3,9,45,321.65,0.39,Monsoon
7,3,10,0,348.89,0.39,Monsoon
7,3,10,15,348.44,0.39,Monsoon
7,3,10,30,349.66,0.39,Monsoon
7,3,10,45,380.71,0.39,Monsoon
7,3,11,0,394.17,0.39,Monsoon
7,3,11,15,402.48,0.39,Monsoon
7,3,11,30,393.73,0.39,Monsoon
7,3,11,45,403.07,0.39,Monsoon
7,3,12,0,393.02,0.39,Monsoon
7,3,12,15,393.57,0.39,Monsoon
7,3,12,30,407.88,0.39,Monsoon
7,3,12,45,408.84,0.39,Monsoon
7,3,13,0,392.14,0.39,Monsoon
7,3,13,15,387.23,0.39,Monsoon
7,3,13,30,376.9,0.39,Monsoon
7,3,13,45,379.12,0.39,Monsoon
7,3,14,0,361.53,0.39,Monsoon
7,3,14,15,347.94,0.39,Monsoon
7,3,14,30,341.99,0.39,Monsoon
7,3,14,45,334.83,0.39,Monsoon
7,3,15,0,308.65,0.39,Monsoon
7,3,15,15,288.24,0.39,Monsoon
7,3,15,30,275.14,0.39,Monsoon
7,3,15,45,248.1,0.39,Monsoon
7,3,16,0,241.61,0.39,Monsoon
7,3,16,15,218.05,0.39,Monsoon
7,3,16,30,199.0,0.39,Monsoon
7,3,16,45,168.42,0.39,Monsoon
7,3,17,0,145.74,0.39,Monsoon
7,3,17,15,122.26,0.39,Monsoon
7,3,17,30,103.3,0.39,Monsoon
7,3,17,45,73.14,0.39,Monsoon
7,3,18,0,51.41,0.39,Monsoon
7,3,18,15,26.0,0.39,Monsoon
7,3,18,30,0.0,0.39,Monsoon
7,3,18,45,0.0,0.39,Monsoon
7,3,19,0,0.0,0.39,Monsoon
7,3,19,15,0.0,0.39,Monsoon
7,3,19,30,0.0,0.39,Monsoon
7,3,19,45,0.0,0.39,Monsoon
7,3,20,0,0.0,0.39,Monsoon
7,3,20,15,0.0,0.39,Monsoon
7,3,20,30,0.0,0.39,Monsoon
7,3,20,45,0.0,0.39,Monsoon
7,3,21,0,0.0,0.39,Monsoon
7,3,21,15,0.0,0.39,Monsoon
7,3,21,30,0.0,0.39,Monsoon
7,3,21,45,0.0,0.39,Monsoon
7,3,22,0,0.0,0.39,Monsoon
7,3,22,15,0.0,0.39,Monsoon
7,3,22,30,0.0,0.39,Monsoon
7,3,22,45,0.0,0.39,Monsoon
7,3,23,0,0.0,0.39,Monsoon
7,3,23,15,0.0,0.39,Monsoon
7,3,23,30,0.0,0.39,Monsoon
7,3,23,45,0.0,0.39,Monsoon
7,4,0,0,0.0,0.69,Monsoon
7,4,0,15,0.0,0.69,Monsoon
7,4,0,30,0.0,0.69,Monsoon
7,4,0,45,0.0,0.69,Monsoon
7,4,1,0,0.0,0.69,Monsoon
7,4,1,15,0.0,0.69,Monsoon
7,4,1,30,0.0,0.69,Monsoon
7,4,1,45,0.0,0.69,Monsoon
7,4,2,0,0.0,0.69,Monsoon
7,4,2,15,0.0,0.69,Monsoon
7,4,2,30,0.0,0.69,Monsoon
7,4,2,45,0.0,0.69,Monsoon
7,4,3,0,0.0,0.69,Monsoon
7,4,3,15,0.0,0.69,Monsoon
7,4,3,30,0.0,0.69,Monsoon
7,4,3,45,0.0,0.69,Monsoon
7,4,4,0,0.0,0.69,Monsoon
7,4,4,15,0.0,0.69,Monsoon
7,4,4,30,0.0,0.69,Monsoon
7,4,4,45,0.0,0.69,Monsoon
7,4,5,0,0.0,0.69,Monsoon
7,4,5,15,0.0,0.69,Monsoon
7,4,5,30,0.0,0.69,Monsoon
7,4,5,45,0.0,0.69,Monsoon
7,4,6,0,0.0,0.69,Monsoon
7,4,6,15,17.76,0.69,Monsoon
7,4,6,30,36.96,0.69,Monsoon
7,4,6,45,53.16,0.69,Monsoon
7,4,7,0,68.36,0.69,Monsoon
7,4,7,15,90.9,0.69,Monsoon
7,4,7,30,102.15,0.69,Monsoon
7,4,7,45,119.31,0.69,Monsoon
7,4,8,0,140.34,0.69,Monsoon
7,4,8,15,149.95,0.69,Monsoon
7,4,8,30,164.71,0.69,Monsoon
7,4,8,45,188.63,0.69,Monsoon
7,4,9,0,192.85,0.69,Monsoon
7,4,9,15,209.55,0.69,Monsoon
7,4,9,30,226.54,0.69,Monsoon
7,4,9,45,239.62,0.69,Monsoon
7,4,10,0,232.29,0.69,Monsoon
7,4,10,15,254.86,0.69,Monsoon
7,4,10,30,257.35,0.69,Monsoon
7,4,10,45,268.79,0.69,Monsoon
7,4,11,0,277.98,0.69,Monsoon
7,4,11,15,272.54,0.69,Monsoon
7,4,11,30,285.25,0.69,Monsoon
7,4,11,45,280.93,0.69,Monsoon
7,4,12,0,273.65,0.69,Monsoon
7,4,12,15,283.34,0.69,Monsoon
7,4,12,30,290.94,0.69,Monsoon
7,4,12,45,284.77,0.69,Monsoon
7,4,13,0,282.02,0.69,Monsoon
7,4,13,15,270.46,0.69,Monsoon
7,4,13,30,272.81,0.69,Monsoon
7,4,13,45,272.98,0.69,Monsoon
7,4,14,0,267.24,0.69,Monsoon
7,4,14,15,248.28,0.69,Monsoon
7,4,14,30,242.53,0.69,Monsoon
7,4,14,45,226.56,0.69,Monsoon
7,4,15,0,217.44,0.69,Monsoon
7,4,15,15,208.5,0.69,Monsoon
7,4,15,30,196.01,0.69,Monsoon
7,4,15,45,178.83,0.69,Monsoon
7,4,16,0,161.3,0.69,Monsoon
7,4,16,15,149.91,0.69,Monsoon
7,4,16,30,134.78,0.69,Monsoon
7,4,16,45,120.96,0.69,Monsoon
7,4,17,0,105.14,0.69,Monsoon
7,4,17,15,89.91,0.69,Monsoon
7,4,17,30,69.27,0.69,Monsoon
7,4,17,45,51.28,0.69,Monsoon
7,4,18,0,35.68,0.69,Monsoon
7,4,18,15,18.13,0.69,Monsoon
7,4,18,30,0.0,0.69,Monsoon
7,4,18,45,0.0,0.69,Monsoon
7,4,19,0,0.0,0.69,Monsoon
7,4,19,15,0.0,0.69,Monsoon
7,4,19,30,0.0,0.69,Monsoon
7,4,19,45,0.0,0.69,Monsoon
7,4,20,0,0.0,0.69,Monsoon
7,4,20,15,0.0,0.69,Monsoon
7,4,20,30,0.0,0.69,Monsoon
7,4,20,45,0.0,0.69,Monsoon
7,4,21,0,0.0,0.69,Monsoon
7,4,21,15,0.0,0.69,Monsoon
7,4,21,30,0.0,0.69,Monsoon
7,4,21,45,0.0,0.69,Monsoon
7,4,22,0,0.0,0.69,Monsoon
7,4,22,15,0.0,0.69,Monsoon
7,4,22,30,0.0,0.69,Monsoon
7,4,22,45,0.0,0.69,Monsoon
7,4,23,0,0.0,0.69,Monsoon
7,4,23,15,0.0,0.69,Monsoon
7,4,23,30,0.0,0.69,Monsoon
7,4,23,45,0.0,0.69,Monsoon
7,5,0,0,0.0,0.46,Monsoon
7,5,0,15,0.0,0.46,Monsoon
7,5,0,30,0.0,0.46,Monsoon
7,5,0,45,0.0,0.46,Monsoon
7,5,1,0,0.0,0.46,Monsoon
7,5,1,15,0.0,0.46,Monsoon
7,5,1,30,0.0,0.46,Monsoon
7,5,1,45,0.0,0.46,Monsoon
7,5,2,0,0.0,0.46,Monsoon
7,5,2,15,0.0,0.46,Monsoon
7,5,2,30,0.0,0.46,Monsoon
7,5,2,45,0.0,0.46,Monsoon
7,5,3,0,0.0,0.46,Monsoon
7,5,3,15,0.0,0.46,Monsoon
7,5,3,30,0.0,0.46,Monsoon
7,5,3,45,0.0,0.46,Monsoon
7,5,4,0,0.0,0.46,Monsoon
7,5,4,15,0.0,0.46,Monsoon
7,5,4,30,0.0,0.46,Monsoon
7,5,4,45,0.0,0.46,Monsoon
7,5,5,0,0.0,0.46,Monsoon
7,5,5,15,0.0,0.46,Monsoon
7,5,5,30,0.0,0.46,Monsoon
7,5,5,45,0.0,0.46,Monsoon
7,5,6,0,0.0,0.46,Monsoon
7,5,6,15,24.3,0.46,Monsoon
7,5,6,30,45.1,0.46,Monsoon
7,5,6,45,67.11,0.46,Monsoon
7,5,7,0,90.25,0.46,Monsoon
7,5,7,15,114.42,0.46,Monsoon
7,5,7,30,140.39,0.46,Monsoon
7,5,7,45,164.41,0.46,Monsoon
7,5,8,0,172.95,0.46,Monsoon
7,5,8,15,201.58,0.46,Monsoon
7,5,8,30,217.46,0.46,Monsoon
7,5,8,45,234.77,0.46,Monsoon
7,5,9,0,255.99,0.46,Monsoon
7,5,9,15,274.34,0.46,Monsoon
7,5,9,30,291.74,0.46,Monsoon
7,5,9,45,289.81,0.46,Monsoon
7,5,10,0,311.74,0.46,Monsoon
7,5,10,15,321.91,0.46,Monsoon
7,5,10,30,346.97,0.46,Monsoon
7,5,10,45,359.06,0.46,Monsoon
7,5,11,0,343.28,0.46,Monsoon
7,5,11,15,359.85,0.46,Monsoon
7,5,11,30,378.42,0.46,Monsoon
7,5,11,45,368.53,0.46,Monsoon
7,5,12,0,361.19,0.46,Monsoon
7,5,12,15,362.59,0.46,Monsoon
7,5,12,30,375.96,0.46,Monsoon
7,5,12,45,381.43,0.46,Monsoon
